KG1 lines of sight, obtained from drawing K09000100 Issue E dated 16/01/99 (20°-320°) -resampling using cubic interpolation A.Boboc 27/01/2014
Temperature R1 R2 R3 R4 R5 R6 R7 R8 Z1 Z2 Z3 Z4 Z5 Z6 Z7 Z8 A1 A2 A3 A4 A5 A6 A7 A8 
deg.C m m m m m m m m m m m m m m m m rad rad rad rad rad rad rad rad 
273 1.8909 2.7023 3.0412 3.7416 3 3 3 3 0 0 0 0 -0.61302 -0.37548 -0.1469 0.18901 1.5708 1.5697 -1.5676 1.5708 0.3901 0.1681 -0.0389 -0.2437 
274 1.8909 2.7024 3.0412 3.7417 3 3 3 3 0 0 0 0 -0.61304 -0.37549 -0.1469 0.18902 1.5708 1.5697 -1.5676 1.5708 0.3901 0.1681 -0.0389 -0.2437 
275 1.8909 2.7024 3.0413 3.7417 3 3 3 3 0 0 0 0 -0.61306 -0.3755 -0.1469 0.18903 1.5708 1.5697 -1.5676 1.5708 0.3901 0.1681 -0.0389 -0.2437 
276 1.8909 2.7024 3.0413 3.7418 3 3 3 3 0 0 0 0 -0.61309 -0.37551 -0.1469 0.18905 1.5708 1.5697 -1.5676 1.5708 0.3901 0.1681 -0.0389 -0.2437 
277 1.891 2.7024 3.0413 3.7418 3 3 3 3 0 0 0 0 -0.61311 -0.37552 -0.1469 0.18906 1.5708 1.5697 -1.5676 1.5708 0.3901 0.1681 -0.0389 -0.2437 
278 1.891 2.7024 3.0413 3.7419 3 3 3 3 0 0 0 0 -0.61313 -0.37553 -0.1469 0.18907 1.5708 1.5697 -1.5676 1.5708 0.3901 0.1681 -0.0389 -0.2437 
279 1.891 2.7024 3.0414 3.7419 3 3 3 3 0 0 0 0 -0.61316 -0.37554 -0.1469 0.18908 1.5708 1.5697 -1.5676 1.5708 0.3901 0.1681 -0.0389 -0.2437 
280 1.891 2.7024 3.0414 3.742 3 3 3 3 0 0 0 0 -0.61318 -0.37555 -0.1469 0.18909 1.5708 1.5697 -1.5676 1.5708 0.3901 0.1681 -0.0389 -0.2437 
281 1.8911 2.7025 3.0414 3.742 3 3 3 3 0 0 0 0 -0.6132 -0.37556 -0.1469 0.18911 1.5708 1.5697 -1.5676 1.5708 0.3901 0.1681 -0.0389 -0.2437 
282 1.8911 2.7025 3.0414 3.7421 3 3 3 3 0 0 0 0 -0.61323 -0.37557 -0.1469 0.18912 1.5708 1.5697 -1.5676 1.5708 0.3901 0.1681 -0.0389 -0.2437 
283 1.8911 2.7025 3.0415 3.7421 3 3 3 3 0 0 0 0 -0.61325 -0.37558 -0.1469 0.18913 1.5708 1.5697 -1.5676 1.5708 0.3901 0.1681 -0.0389 -0.2437 
284 1.8911 2.7025 3.0415 3.7422 3 3 3 3 0 0 0 0 -0.61327 -0.37558 -0.1469 0.18914 1.5708 1.5696 -1.5676 1.5708 0.3901 0.1681 -0.0389 -0.2437 
285 1.8911 2.7025 3.0415 3.7422 3 3 3 3 0 0 0 0 -0.6133 -0.37559 -0.1469 0.18916 1.5708 1.5696 -1.5676 1.5708 0.3901 0.1681 -0.0389 -0.2437 
286 1.8912 2.7025 3.0415 3.7422 3 3 3 3 0 0 0 0 -0.61332 -0.3756 -0.1469 0.18917 1.5708 1.5696 -1.5676 1.5708 0.3901 0.1681 -0.0389 -0.2437 
287 1.8912 2.7026 3.0416 3.7423 3 3 3 3 0 0 0 0 -0.61334 -0.37561 -0.1469 0.18918 1.5708 1.5696 -1.5676 1.5708 0.3901 0.1681 -0.0389 -0.2437 
288 1.8912 2.7026 3.0416 3.7423 3 3 3 3 0 0 0 0 -0.61336 -0.37562 -0.1469 0.18919 1.5708 1.5696 -1.5676 1.5708 0.3901 0.1681 -0.0389 -0.2437 
289 1.8912 2.7026 3.0416 3.7424 3 3 3 3 0 0 0 0 -0.61339 -0.37563 -0.1469 0.18921 1.5708 1.5696 -1.5676 1.5708 0.3901 0.1681 -0.0389 -0.2437 
290 1.8913 2.7026 3.0416 3.7424 3 3 3 3 0 0 0 0 -0.61341 -0.37564 -0.1469 0.18922 1.5708 1.5696 -1.5676 1.5708 0.3901 0.1681 -0.0389 -0.2437 
291 1.8913 2.7026 3.0417 3.7425 3 3 3 3 0 0 0 0 -0.61343 -0.37565 -0.1469 0.18923 1.5708 1.5696 -1.5676 1.5708 0.3901 0.1681 -0.0389 -0.2437 
292 1.8913 2.7026 3.0417 3.7425 3 3 3 3 0 0 0 0 -0.61346 -0.37566 -0.1469 0.18924 1.5708 1.5696 -1.5676 1.5708 0.3901 0.1681 -0.0389 -0.2437 
293 1.8913 2.7026 3.0417 3.7426 3 3 3 3 0 0 0 0 -0.61348 -0.37567 -0.1469 0.18926 1.5708 1.5696 -1.5676 1.5708 0.3901 0.1681 -0.0389 -0.2437 
294 1.8914 2.7027 3.0417 3.7426 3 3 3 3 0 0 0 0 -0.6135 -0.37568 -0.1469 0.18927 1.5708 1.5696 -1.5676 1.5708 0.3901 0.1681 -0.0389 -0.2437 
295 1.8914 2.7027 3.0418 3.7427 3 3 3 3 0 0 0 0 -0.61353 -0.37569 -0.1469 0.18928 1.5708 1.5696 -1.5676 1.5708 0.3901 0.1681 -0.0389 -0.2437 
296 1.8914 2.7027 3.0418 3.7427 3 3 3 3 0 0 0 0 -0.61355 -0.37569 -0.1469 0.18929 1.5708 1.5696 -1.5676 1.5708 0.3901 0.1681 -0.0389 -0.2437 
297 1.8914 2.7027 3.0418 3.7428 3 3 3 3 0 0 0 0 -0.61357 -0.3757 -0.1469 0.18931 1.5708 1.5696 -1.5676 1.5708 0.3901 0.1681 -0.0389 -0.2437 
298 1.8915 2.7027 3.0418 3.7428 3 3 3 3 0 0 0 0 -0.6136 -0.37571 -0.1469 0.18932 1.5708 1.5696 -1.5676 1.5708 0.3901 0.1681 -0.0389 -0.2437 
299 1.8915 2.7027 3.0419 3.7428 3 3 3 3 0 0 0 0 -0.61362 -0.37572 -0.1469 0.18933 1.5708 1.5695 -1.5676 1.5708 0.3901 0.1681 -0.0389 -0.2437 
300 1.8915 2.7028 3.0419 3.7429 3 3 3 3 0 0 0 0 -0.61364 -0.37573 -0.1469 0.18934 1.5708 1.5695 -1.5676 1.5708 0.3901 0.1681 -0.0389 -0.2437 
301 1.8915 2.7028 3.0419 3.7429 3 3 3 3 0 0 0 0 -0.61366 -0.37574 -0.1469 0.18936 1.5708 1.5695 -1.5676 1.5708 0.3901 0.1681 -0.0389 -0.2437 
302 1.8916 2.7028 3.0419 3.743 3 3 3 3 0 0 0 0 -0.61369 -0.37575 -0.1469 0.18937 1.5708 1.5695 -1.5676 1.5708 0.3901 0.1681 -0.0389 -0.2437 
303 1.8916 2.7028 3.042 3.743 3 3 3 3 0 0 0 0 -0.61371 -0.37576 -0.1469 0.18938 1.5708 1.5695 -1.5676 1.5708 0.3901 0.1681 -0.0389 -0.2437 
304 1.8916 2.7028 3.042 3.7431 3 3 3 3 0 0 0 0 -0.61373 -0.37577 -0.1469 0.18939 1.5708 1.5695 -1.5676 1.5708 0.3901 0.1681 -0.0389 -0.2437 
305 1.8916 2.7028 3.042 3.7431 3 3 3 3 0 0 0 0 -0.61376 -0.37577 -0.1469 0.18941 1.5708 1.5695 -1.5677 1.5708 0.3901 0.1681 -0.0389 -0.2437 
306 1.8916 2.7029 3.042 3.7432 3 3 3 3 0 0 0 0 -0.61378 -0.37578 -0.1469 0.18942 1.5708 1.5695 -1.5677 1.5708 0.3901 0.1681 -0.0389 -0.2437 
307 1.8917 2.7029 3.0421 3.7432 3 3 3 3 0 0 0 0 -0.6138 -0.37579 -0.1469 0.18943 1.5708 1.5695 -1.5677 1.5708 0.3901 0.1681 -0.0389 -0.2437 
308 1.8917 2.7029 3.0421 3.7433 3 3 3 3 0 0 0 0 -0.61383 -0.3758 -0.1469 0.18944 1.5708 1.5695 -1.5677 1.5708 0.3901 0.1681 -0.0389 -0.2437 
309 1.8917 2.7029 3.0421 3.7433 3 3 3 3 0 0 0 0 -0.61385 -0.37581 -0.1469 0.18946 1.5708 1.5695 -1.5677 1.5708 0.3901 0.1681 -0.0389 -0.2437 
310 1.8917 2.7029 3.0421 3.7433 3 3 3 3 0 0 0 0 -0.61387 -0.37582 -0.1469 0.18947 1.5708 1.5695 -1.5677 1.5708 0.3901 0.1681 -0.0389 -0.2437 
311 1.8918 2.7029 3.0422 3.7434 3 3 3 3 0 0 0 0 -0.61389 -0.37583 -0.1469 0.18948 1.5708 1.5695 -1.5677 1.5708 0.3901 0.1681 -0.0389 -0.2437 
312 1.8918 2.703 3.0422 3.7434 3 3 3 3 0 0 0 0 -0.61392 -0.37583 -0.1469 0.1895 1.5708 1.5695 -1.5677 1.5708 0.3901 0.1681 -0.0389 -0.2437 
313 1.8918 2.703 3.0422 3.7435 3 3 3 3 0 0 0 0 -0.61394 -0.37584 -0.1469 0.18951 1.5708 1.5695 -1.5677 1.5708 0.3901 0.1681 -0.0389 -0.2437 
314 1.8918 2.703 3.0422 3.7435 3 3 3 3 0 0 0 0 -0.61396 -0.37585 -0.1469 0.18952 1.5708 1.5694 -1.5677 1.5708 0.3901 0.1681 -0.0389 -0.2437 
315 1.8919 2.703 3.0423 3.7436 3 3 3 3 0 0 0 0 -0.61399 -0.37586 -0.1469 0.18953 1.5708 1.5694 -1.5677 1.5708 0.3901 0.1681 -0.0389 -0.2437 
316 1.8919 2.703 3.0423 3.7436 3 3 3 3 0 0 0 0 -0.61401 -0.37587 -0.1469 0.18955 1.5708 1.5694 -1.5677 1.5708 0.3901 0.1681 -0.0389 -0.2437 
317 1.8919 2.703 3.0423 3.7437 3 3 3 3 0 0 0 0 -0.61403 -0.37588 -0.1469 0.18956 1.5708 1.5694 -1.5677 1.5708 0.3901 0.1681 -0.0389 -0.2437 
318 1.8919 2.7031 3.0423 3.7437 3 3 3 3 0 0 0 0 -0.61405 -0.37588 -0.1469 0.18957 1.5708 1.5694 -1.5677 1.5708 0.3901 0.1681 -0.0389 -0.2437 
319 1.892 2.7031 3.0424 3.7438 3 3 3 3 0 0 0 0 -0.61408 -0.37589 -0.1469 0.18959 1.5708 1.5694 -1.5677 1.5708 0.3901 0.1681 -0.0389 -0.2437 
320 1.892 2.7031 3.0424 3.7438 3 3 3 3 0 0 0 0 -0.6141 -0.3759 -0.1469 0.1896 1.5708 1.5694 -1.5677 1.5708 0.3901 0.1681 -0.0389 -0.2437 
